path	sha256	codecs_keeping	size_classes_kept	original_image_path
mlp-tune/cid22-train/3DPieChart.png	4722832e637265d0c281574269b660e8d36425fd5d4c8e79a9da4fe7d5fcdb7a	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/3DPieChart.png
mlp-tune/cid22-train/4099238.png	cf67a4f515cd5fd1135edbc7df3e0982fe61ca4b0c62b43e2d652f340fd785a6	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/4099238.png
mlp-tune/cid22-train/45258.png	6edf10e9629c3e4a1fa659d73e0d9a555c9dd9d60ac37bdb2af2a54e573da946	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/45258.png
mlp-tune/cid22-train/459728.png	d2ddf86194a3e53fb82d21f0bfa42d6164233e44d4f3a32922f53467ac1bcc5f	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/459728.png
mlp-tune/cid22-train/4666751.png	17f8c63bfa056e9ebbb732f82d90d2167e0b9baecb7afb60ac275a5d182aee55	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/4666751.png
mlp-tune/cid22-train/4843579.png	5d1fc759dd572a4431d1c866778b7c5ce560b984232d01bfa0fc031024fb383c	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/4843579.png
mlp-tune/cid22-train/4934193.png	383858bd793d0fd6e04c2a12ec00bbd894d0974ebb68bf7092e9edda32f4633c	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/4934193.png
mlp-tune/cid22-train/5097354.png	9c3a9abd4ab21c335d01be4c7de7a950ac44c95a8771529606229eb82d5a9217	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5097354.png
mlp-tune/cid22-train/5146462.png	f82af6b960aab5dfd87b13bc639c55061c96f527032479add1c1d1c3a5e32442	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5146462.png
mlp-tune/cid22-train/5184684.png	3dbae819fbf9623f47e7bd4bf3780373a1a713107ab52e2acd67c4eb92ca87d6	zenavif,zenwebp,zenwebp_v01	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5184684.png
mlp-tune/cid22-train/5212582.png	e696c2db786db7bb64692ffb8ffd4a8ad8eb7ca85b53497dcfd9f187eec3bdd6	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5212582.png
mlp-tune/cid22-train/53435.png	2344bcc115e4361c8752ed9816e0becb8b236b9d54138eb5f305993698d33f48	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/53435.png
mlp-tune/cid22-train/5398956.png	3fb6777cec49c9092fea859dde8bd18c40c84249dae72cb69c718ccc64d642f9	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5398956.png
mlp-tune/cid22-train/551991.png	7daba70dddbab6719d675237ab375817ed17afbcc08d9eaf80c24389dacd3dc4	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/551991.png
mlp-tune/cid22-train/5617414.png	3893665f3ca3c8ba5c241d8b2ed6084a41dbf00a28edc73bc25e56b6ad46cde2	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5617414.png
mlp-tune/cid22-train/5739122.png	76214c13caa4d5d90c0c53dad9f8150c0ceece21bbdb3b4409f57de902672a22	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5739122.png
mlp-tune/cid22-train/580612.png	28041cbdffbec829ebe7f449741a543697b4207390f6d9a18a7d633f7b0b7325	zenwebp,zenwebp_v01	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/580612.png
mlp-tune/cid22-train/5894435.png	689a2e60e74dfcda68bc95eec0713ee5c6a117ded33aa77d166e30fc87ab509e	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/5894435.png
mlp-tune/cid22-train/60003.png	ea1982d1c3088ee89f3582cf528f63989cf1607655d5487cd912c5afc12672ec	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/60003.png
mlp-tune/cid22-train/631292.png	f3248358e3c7e4e1d2acd86f1eb46c44040252320271cb67350df8b4abfae4dd	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/631292.png
mlp-tune/cid22-train/631317.png	6508547e506810ec37cf875a40f65abd5c3c0db0db0dfc458326c33ba645599e	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/631317.png
mlp-tune/cid22-train/64271.png	90ee47c27cdfed5dcea2ef08d5cfa18b6c49be074de5c9e0843459276bee6676	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/64271.png
mlp-tune/cid22-train/670530.png	b9276488917ff05ec7e02c05f2487a4d8a750709d44e6995ebb467b9c04966a0	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/670530.png
mlp-tune/cid22-train/67216.png	3b7ff164a43aeb87b3454fd1e7a2ade1cd7d03611cca6a768959128cd7b134f1	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/67216.png
mlp-tune/cid22-train/675951.png	ad7dc8d096180d2157b84ebc29d6b3fe822f218053c11c2cd7edee79821d318c	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/675951.png
mlp-tune/cid22-train/6763758.png	eab30438375ff43c21454bd24b1d20a75c4072d863e321b81f894f5a2102b799	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/6763758.png
mlp-tune/cid22-train/7062177.png	d00fec9da717382385dd6f2e079d4ad817ce6f917e67841ac4d95f96b889457e	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062177.png
mlp-tune/cid22-train/7062197.png	c859ec06a6ed7e0103781f083337aab998e0d817d69c11bd3d70c65dce53c02c	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062197.png
mlp-tune/cid22-train/7062227.png	129fdfc9e99161836c65a6cd59afa8708d79b3920d7dc5362bed71a63cbcba3b	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7062227.png
mlp-tune/cid22-train/708587.png	2f7d79fb9c7df690b159c078fb0c692a30a120ec093d56d4247ca984ca1e7038	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/708587.png
mlp-tune/cid22-train/7195294.png	805a2880afa4f3229d1e8a77913f7b8c650eb314951611e2d29d2ce7bf8e8770	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7195294.png
mlp-tune/cid22-train/7218572.png	559ba57cc3e4e4805becde3677ce721ed1c00a1f158d1f29693d2a56c969a071	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7218572.png
mlp-tune/cid22-train/7233401.png	5b9660ff69edcc854a65bcf3ea1cee57b6c8ee7f0c0c44f9c811bf17dc0a3c64	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7233401.png
mlp-tune/cid22-train/7256805.png	c9173ca372645ca1cb9eea8f9e6d2872f9c466660d8e5ddfbb9952a86fd59046	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7256805.png
mlp-tune/cid22-train/7280783.png	32a51eda71fc5cf5e54b947814515311f676403a62a873b6297c21de9eabd142	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7280783.png
mlp-tune/cid22-train/7394483.png	43c0923f686fe51e247db42ffba45b797f0d73803574a95da58b521d83dd64ea	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/7394483.png
mlp-tune/cid22-train/8442861.png	20812d9bf1ce6dc2e572df57c1efef3dd4f70a6c8bd76d76beaea91ae8d9d79c	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/8442861.png
mlp-tune/cid22-train/861443.png	bf279a4044345436d8c7d8bb578c32111f1a3b480e011d4f831b78e59d01fdb0	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/861443.png
mlp-tune/cid22-train/962312.png	ad0c7faf5787336e22e82bf1f2129a09856bd7dadbb7bc552adcac6239a9aa75	zenwebp_v01	tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/962312.png
mlp-tune/cid22-train/Abstract-Art-1.png	5162e90dc7ae0d8c6c1469d544e6d56f352ca630861cfa2566fd87dd85be8b9b	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Abstract-Art-1.png
mlp-tune/cid22-train/AgilityCourseElements.png	7f94fb4633319be96f83a1808010dd7e965fa663c88f196d4a5d05aa5acd0086	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/AgilityCourseElements.png
mlp-tune/cid22-train/Beam-Space-Processing.png	5f76db296fe66a0226c95552f503c7fd4863a67fa06597198c3c61801d992e5c	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Beam-Space-Processing.png
mlp-tune/cid22-train/Boxplot.png	744f8096dcb174e6bc3d5458884f624aeb9bdbb78db8c502737d6a7610c20402	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Boxplot.png
mlp-tune/cid22-train/EPICA Delta D Plot.png	2c0f1781ea49def17195b3e954e500ead8b7cc493db8fcc99439b7e0fdb211c4	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/EPICA Delta D Plot.png
mlp-tune/cid22-train/Lungs-Cross-Section-Illustration.png	6abfadf62e42cf07b70d6bde2b8b78a7d027b2d95c0670ccfb938a426781a3cf	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Lungs-Cross-Section-Illustration.png
mlp-tune/cid22-train/No-interference.png	21e973f2e43000b1ec369ce783d018360bd446e61b81118bbca3d64bf53110f3	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/No-interference.png
mlp-tune/cid22-train/Performance-Graph.png	967f97b2322f446467dfff2a7419afea690822d8546f259758e641a423451820	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Performance-Graph.png
mlp-tune/cid22-train/StockQuoteGraph-20120521.png	031ef607fd685c94b5100f5fc7b1d8e41be45acd401481ec6869d5d0a97e8c32	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/StockQuoteGraph-20120521.png
mlp-tune/cid22-train/Temperament-pie-chart-according-to-Eysenck.png	444f230715928f9f489bd93df07b4a224ca0552568b7c066b3c4e8039ec6bcee	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Temperament-pie-chart-according-to-Eysenck.png
mlp-tune/cid22-train/Verkehrstote Deutschland 1953-2012.png	5544484f773f8dad36bdb0d4b91df282100c0e5ff71abbb8fefb2cdf88b1f030	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/Verkehrstote Deutschland 1953-2012.png
mlp-tune/cid22-train/adriankierman-report-page.png	0910db09552278e888de6e772cf5584837c52f0fc763df08783e7b516fc28a49	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/adriankierman-report-page.png
mlp-tune/cid22-train/akfcrc022.png	eca960b4b457f25ee2837548cbd02357ca8f13e7ec1ad6799fbf227ad4790717	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/akfcrc022.png
mlp-tune/cid22-train/klepas-Gentle-giants-of-the-sea-3.png	c40865e38caaeb9640e7c6838bd03bedf8135369c9eb1f984bda6ca6e1c1e98e	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/klepas-Gentle-giants-of-the-sea-3.png
mlp-tune/cid22-train/newplot (1).png	55b4107398d82da21a95a70d42e4acacba21e9f50ed66afbe2fdea9282ed2f1c	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot (1).png
mlp-tune/cid22-train/newplot.png	96dd314b2f7a440b005eaa61137064b90bc933e96b355531f6d716213aea42cd	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/newplot.png
mlp-tune/cid22-train/nicubunu_Game_baddie_Policeman.png	2aaf7b7fb20f013290b4e68bb5955da41ed32e94afe57629b36c57114574a0ef	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/nicubunu_Game_baddie_Policeman.png
mlp-tune/cid22-train/pexels-photo-1029599.png	db7d76f85bce9cb9f541ed1dbc1d1b38dfb79db78f292bf97b931b9eccc4aba9	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1029599.png
mlp-tune/cid22-train/pexels-photo-1075776.png	e8c4698beb88330e4c8da972dfa959d90403fcef3dd8c26e38262dbc5ee305dc	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1075776.png
mlp-tune/cid22-train/pexels-photo-1130297.png	0f35e280adbb008743b24d13eb0400b229aa1639c6cf66599078db017a08c7ae	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1130297.png
mlp-tune/cid22-train/pexels-photo-1544724.png	1133a2ec4aebc96fb881186d5443128bd31bcb105569e87218883a9fd4ef7aad	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1544724.png
mlp-tune/cid22-train/pexels-photo-1933873.png	6ce54e103301b73d8370a19473e2afc8f271c7982be38401c6a98e9a6768653e	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-1933873.png
mlp-tune/cid22-train/pexels-photo-2598024.png	732a67907d7df865b85e743ad3e1b8c454ce571cf0cdfd4164e65ebd4f34cc1f	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2598024.png
mlp-tune/cid22-train/pexels-photo-2686358.png	b24edd4edab7d6ad2c7ac6157fa0d98b2287d4b5e785965c07c6ae3c83d005e7	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2686358.png
mlp-tune/cid22-train/pexels-photo-2802032.png	1c611f67bcc24ce16d46a86cb70a5c2c76dbeb2c3f199fadddddc36b916ddabe	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2802032.png
mlp-tune/cid22-train/pexels-photo-2811087.png	f12db10bafd719bdc68dcbd8671a5cb9cdd065332e919ed5ae6a6205662b8517	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2811087.png
mlp-tune/cid22-train/pexels-photo-2846602.png	937b9883b8d797d15aeaa9080b5dccffedcfc0be122d2e7005b239c29ad55184	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2846602.png
mlp-tune/cid22-train/pexels-photo-2908983.png	d69875c093014c73d2fa90cdbf888f8ac5e9ef74d409c1d980521b05a9f1ec42	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-2908983.png
mlp-tune/cid22-train/pexels-photo-3155588.png	ec561732ce61f943f6f626d4760136621b592915135591897b9e62b8663aa2c5	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3155588.png
mlp-tune/cid22-train/pexels-photo-3193731.png	22e3065d88d197e49ab2b84a0ca90f634b095b45e3bce9b53aea956fcfddae17	zenavif,zenwebp,zenwebp_v01	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3193731.png
mlp-tune/cid22-train/pexels-photo-3214683.png	c8fbce2c883621c73d6c9a5dcbc97e4877fb1475854efcc422513dc8c7a72df8	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3214683.png
mlp-tune/cid22-train/pexels-photo-3289880.png	8f61746b3ac79abda0b0bfba6cdb46dc2695480462238a48ffbd3e890789ec45	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3289880.png
mlp-tune/cid22-train/pexels-photo-3568544.png	89bea9c73636cb722ffffc598752c679e0bd5609d9397d3e6a9b3f336d8ad5bc	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3568544.png
mlp-tune/cid22-train/pexels-photo-3586798.png	6bb9f868d203fc3811b1cd59a187ea80d10d91fa5a4dcaa1ccdbfffa18a7ae56	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3586798.png
mlp-tune/cid22-train/pexels-photo-3680501.png	af0335de3ad5e4be4f8f290b7a55aa3e14a2616c7867f46a5544bae70138e5a8	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-3680501.png
mlp-tune/cid22-train/pexels-photo-4177747.png	22d93a3e7d0986a12d43f0526ddc4e74143052d78b44cc635f1afe946f5db107	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4177747.png
mlp-tune/cid22-train/pexels-photo-4210863.png	86ebce5cbe5f3ec83a3624270be28b431b77d37a4c3c6691fe2063973d2d28c8	zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4210863.png
mlp-tune/cid22-train/pexels-photo-4352249.png	7d003bc03bee193679a452f487e5f48644bd043ed24d6a1fbc2810aa7a3fbdf9	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4352249.png
mlp-tune/cid22-train/pexels-photo-4354221.png	983f724c84d451d06402106faa725eb131fc9827177be2a4d63ea5e7c974c9eb	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4354221.png
mlp-tune/cid22-train/pexels-photo-4405455.png	cbde32aee7bfcacdeca8aa80971bf569fdc06d156acd518b53025568b17abac5	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4405455.png
mlp-tune/cid22-train/pexels-photo-4577831.png	a8202c3edea92035a9d7ddfabb97e84f96e80b0b758ce3a359a7240c480011e5	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4577831.png
mlp-tune/cid22-train/pexels-photo-4672246.png	41dc4c2f2b80dc97a8703e25d03da1af7634bb6c57154c6fcf094d684e6bcc30	zenavif,zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-4672246.png
mlp-tune/cid22-train/pexels-photo-6096399.png	2edc8b8cc93d7e09884c1793b0550be3c6a7dd60f4f7529e005d2f8aa1ac5b4e	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-6096399.png
mlp-tune/cid22-train/pexels-photo-635405.png	7f9a5b57a7a574bd281b110e00502624874609c0dfa9b4395dcc980fe497e026	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-635405.png
mlp-tune/cid22-train/pexels-photo-6635187.png	fb729f72c1af8462181bc018d08d83467cb4ef70462871178903279445db601f	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-6635187.png
mlp-tune/cid22-train/pexels-photo-6926600.png	2767a107caf0df9c025b5bedfa64c562c124b7cb100e9a44290b52c58401d246	zenwebp	medium,small	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-6926600.png
mlp-tune/cid22-train/pexels-photo-7078290.png	16ab8d15b113784e7a06f59d8b046c0aae029146785d8b5231e4ec88ff25ff35	zenavif,zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7078290.png
mlp-tune/cid22-train/pexels-photo-7078476.png	dd84e131670d80f3e0afbdcd58b3a69cd089cee71e45680810054accab0b6208	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7078476.png
mlp-tune/cid22-train/pexels-photo-7114620.png	aa4e370607a94bde70cff771f711e5fabfc8cb1f48b9c37e009074e918512792	zenwebp,zenwebp_v01	large,medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7114620.png
mlp-tune/cid22-train/pexels-photo-7263002.png	b2464598c5be422d549e16c91eafc57288ae6ef1c4c0394a5c33608f7e5479be	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7263002.png
mlp-tune/cid22-train/pexels-photo-7266811.png	85555f782e7305be204eff9fe042c12fc31ddeef0b628725849ec17e0b0b1959	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7266811.png
mlp-tune/cid22-train/pexels-photo-7438498.png	1666e6fa3175c5b0ccffdf21e54fabfd8da038d9f556ebb0fac5731d9f935755	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-7438498.png
mlp-tune/cid22-train/pexels-photo-796526.png	c0b7791bbbaeadd882138baa095cba51a983568af7942380bce93065dc5fabae	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-796526.png
mlp-tune/cid22-train/pexels-photo-951408.png	015162b1f6bbd3425d8c1b2978c2cd1bcb9f4b8efb68b79b3826e48504148c6c	zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/pexels-photo-951408.png
mlp-tune/cid22-train/ularapi_Semarang_City_Logo.png	493a9d6c7f6e9ac7c57f921d202cea6d0c48d31875f56a1e94953cce481ebc08	zenavif,zenwebp,zenwebp_v01	medium,small,tiny	/home/lilith/work/codec-corpus/CID22/CID22-512/training/ularapi_Semarang_City_Logo.png
mlp-tune/clic-1024-train/097cb426910ba8ce2525dd8bb7fb1777.png	29f637ce7934a542c116049d4e74f1885d88dc08f689d557d599aa95fc5049de	zenavif	small	/home/lilith/work/codec-corpus/clic2025-1024/097cb426910ba8ce2525dd8bb7fb1777.png
mlp-tune/clic-1024-train/0c49a5cce349020bbba2f97ae41e90ba.png	0d13217e6a93999fd3f3b28796df8b3dd12522984644376de00915fa78d39b8c	zenavif	large	/home/lilith/work/codec-corpus/clic2025-1024/0c49a5cce349020bbba2f97ae41e90ba.png
mlp-tune/clic-1024-train/100f17892cf7bb12beb12479641fcc4c.png	00f5340b9d27a7cc87c7a6c98c7344eeef4cfb596919113aa00a0bad60e5e9f0	zenavif	small	/home/lilith/work/codec-corpus/clic2025-1024/100f17892cf7bb12beb12479641fcc4c.png
mlp-tune/clic-1024-train/22ea12c903e41583b7c469cb86040157.png	05726ce1eee2384d106db2a875fedf6c0a76ee44ace06aa95bed51979cbdd244	zenavif	large,small	/home/lilith/work/codec-corpus/clic2025-1024/22ea12c903e41583b7c469cb86040157.png
mlp-tune/clic-1024-train/2c1f84548ef99faec2b4f9bf12227c83.png	1761db9c5778e37ed12454c3314d1d970285ed454ee293772112c5eec1c6a875	zenavif	large,medium	/home/lilith/work/codec-corpus/clic2025-1024/2c1f84548ef99faec2b4f9bf12227c83.png
mlp-tune/clic-1024-train/4cd6910a0b7b39365fda5df87618d091.png	2bbfa289d5b9c786ff1a0bb3b44e4f45af6b9180089d3a5cc7975b3fee21c8c4	zenavif	large,medium,small	/home/lilith/work/codec-corpus/clic2025-1024/4cd6910a0b7b39365fda5df87618d091.png
mlp-tune/clic-1024-train/7e499613c3e376ea93afb3649719abeb.png	0d1322274a51490648354bf55222ab7dfea3e78fba82209ea98b67704f3264ba	zenavif	large,medium	/home/lilith/work/codec-corpus/clic2025-1024/7e499613c3e376ea93afb3649719abeb.png
mlp-tune/clic-1024-train/8bb119b8ca17492392e1e3ea4b811b32.png	242ad398f86782161b09811f0bcc69e8752a99773ba772bb55d7f40634329f0b	zenavif	medium	/home/lilith/work/codec-corpus/clic2025-1024/8bb119b8ca17492392e1e3ea4b811b32.png
mlp-tune/clic-1024-train/aed95e005df28e790519eefb6eb1e565.png	50495a54cb5187430701b8860e2a6748f4897d6820cbbdc0959d997362584e38	zenavif	small	/home/lilith/work/codec-corpus/clic2025-1024/aed95e005df28e790519eefb6eb1e565.png
mlp-tune/clic-1024-train/b939ac34faa94b5d0e753d570edc7048.png	1ddc0ccbb098c223efbd415045a3ab55409730673f343263aab7dd2fea81e2a4	zenavif	small	/home/lilith/work/codec-corpus/clic2025-1024/b939ac34faa94b5d0e753d570edc7048.png
mlp-tune/clic-1024-train/c80999cd5533e448167cd9b3ccfa2a37.png	02f3e6786f4d8db7fda05dd92d1d0381eb6ff74883815751f7ddc89a93464e5d	zenavif	large,small	/home/lilith/work/codec-corpus/clic2025-1024/c80999cd5533e448167cd9b3ccfa2a37.png
mlp-tune/clic-1024-train/d1a9be98d1936065967adac50a6fb750.png	06597cde948ec9f543e9a452bc16ffcff69e01c0e943a6fd12f03051a12d179b	zenavif	medium,small	/home/lilith/work/codec-corpus/clic2025-1024/d1a9be98d1936065967adac50a6fb750.png
mlp-tune/clic-1024-train/ef576c4ed599d75d72145a8f34b58ccb.png	3ad760c9af98b273b50d2816db6b558b9cbe5afe93cbb8d8d2c8e10063f3146b	zenavif	large,small	/home/lilith/work/codec-corpus/clic2025-1024/ef576c4ed599d75d72145a8f34b58ccb.png
